date,alpha,r2,resid_2695,resid_4995,resid_8800,resid_15400,max_abs_resid,which_band,B_G_s2,B_G_s3
2018-04-24,1.175868029702908,0.8970544215795768,1.2764362879189026,0.7852039553015736,0.7605872807714642,1.3118051169966192,0.31180511699661917,15400.0,2750.0,1833.3
2018-03-31,1.1777117219209357,0.902346817196264,1.256623411835716,0.8101110487597467,0.7499339688770466,1.3098672148868942,0.30986721488689417,15400.0,2750.0,1833.3
2018-04-26,1.176945019586847,0.9141022838379059,1.230478272766837,0.8333129206082616,0.7564652372326424,1.2892257157557945,0.2892257157557945,15400.0,2750.0,1833.3
2018-02-05,1.1120198519790387,0.9122823911435854,1.24285592684317,0.796454008387846,0.8031199132993093,1.2578768245689733,0.2578768245689733,15400.0,2750.0,1833.3
2018-02-18,1.1774101228474905,0.9333387411357912,1.2195914001090729,0.8121669227871863,0.8189723834519153,1.232738874139111,0.23273887413911098,15400.0,2750.0,1833.3
2018-02-14,1.0705214175330855,0.9491835998562574,1.1791859299892418,0.8236076113070839,0.8843398575193047,1.1643355579940489,0.17918592998924177,2695.0,481.3,320.8
2018-01-11,1.1587013276167344,0.9632152076682913,1.164818156472562,0.8303386976306074,0.903835836033959,1.1439236353501354,0.16966130236939259,4995.0,892.0,594.6
2018-02-15,1.1518021706803427,0.9738713486397502,1.1387528766003534,0.8314279059374882,0.9672889464326793,1.09191715945015,0.16857209406251183,4995.0,892.0,594.6
2018-01-09,1.1680034252236116,0.9703367815294482,1.1505542081579856,0.8314663047525909,0.9366342266500192,1.1160360849091275,0.16853369524740913,4995.0,892.0,594.6
2018-04-23,1.1357565999480517,0.9772149930700768,1.1255928231545418,0.8377534839045833,0.987771470546991,1.073608555356154,0.16224651609541674,4995.0,892.0,594.6
2018-02-11,1.1068603919559927,0.9707246645115502,1.1413563687028112,0.8385630911939179,0.944062032740224,1.1067319768042396,0.16143690880608208,4995.0,892.0,594.6
2018-01-10,1.157179120676011,0.974927707694827,1.136485646843874,0.8386723313630625,0.9564702339727488,1.0969132192198228,0.16132766863693748,4995.0,892.0,594.6
2018-04-22,1.1119330318195089,0.9748266022508486,1.130915517133389,0.839194102748034,0.9700047950895208,1.0862593622274894,0.16080589725196603,4995.0,892.0,594.6
2018-01-13,1.166083170272222,0.9742779636274953,1.139257947401614,0.8401304880029499,0.9459278085138181,1.1045190091984656,0.15986951199705013,4995.0,892.0,594.6
2018-02-09,1.116238355829794,0.9729778441330394,1.1366951323131185,0.8412450734076916,0.9500485356550498,1.1007474119061091,0.1587549265923084,4995.0,892.0,594.6
2018-10-19,1.1198385765139316,0.9675874434794618,1.1209557088137816,0.909781858772934,0.8475584581963996,1.1569234179613903,0.1569234179613903,15400.0,2750.0,1833.3
2018-01-19,1.1762263483768578,0.9781574716021751,1.12879123170426,0.8435148470602206,0.9656722168530483,1.0875867425627939,0.15648515293977938,4995.0,892.0,594.6
2018-01-02,1.1809011603073785,0.9787510599286917,1.1273230266516197,0.8435853747190316,0.9694316534866584,1.0846893704522376,0.1564146252809684,4995.0,892.0,594.6
2018-02-10,1.114641785550684,0.9737247463244866,1.1343531260357353,0.8442369289493357,0.9493656918574643,1.0999016393139807,0.15576307105066434,4995.0,892.0,594.6
2018-01-07,1.1433769546688353,0.9799053945752707,1.1175980922285613,0.8446264557985936,0.9934793092607287,1.0663280684222651,0.15537354420140637,4995.0,892.0,594.6
2018-01-03,1.1825341433541787,0.9757580467243424,1.1364208598066912,0.8459174008370501,0.9402266770359031,1.1063697048070549,0.15408259916294986,4995.0,892.0,594.6
2018-01-24,1.179963593668263,0.9795475347567,1.1246078110015014,0.8464382312696265,0.9701279875588823,1.0828657048776262,0.15356176873037353,4995.0,892.0,594.6
2018-02-08,1.1326146957126444,0.9759771844285541,1.1302686069570254,0.8466120991037165,0.9546803931742706,1.0946514599580985,0.1533879008962835,4995.0,892.0,594.6
2018-01-04,1.1794583624954968,0.9791654547047803,1.1259393442308416,0.8477046408802894,0.9636561559661827,1.08722228089826,0.1522953591197106,4995.0,892.0,594.6
2018-12-05,1.1329895106676837,0.969563995383147,1.1223173551407908,0.9035253752061142,0.8561646345406932,1.1518254829796906,0.15182548297969056,15400.0,2750.0,1833.3
